year,document_id,paper,question_number,subquestion,marks,question_text,segmentation_status
2016,2016_nov_p1_exam_maths,P1,12,12,,"QUESTION 12
The digits 1 to 7 are used to create a four-digit code to enter a locked room. How many
different codes are possible if the digits may not be repeated and the code must be an even
number bigger than 5 000? [5]
TOTAL: 150
Copyright reserved

===== Page 10 =====
Mathematics/P 1 DBE/November 2016
NSC
INFORMATION SHEET
—_ —~b+Vb? —4ac
2a
A= P(l+ni) A= P(\-ni) A= P(1-i)’ A= P(1+i)”
T, =a+(n-l)d S, = 5Ra+@-d]
Z, =r S _ alr” -1) srs | S,=— +; -lerei
"" r=] l-r
+i -1] p_al-0+)""|
i i
h>0 h
x, +x, yty
d= (x, -x,)° +(y, -y,y M oe bias
2 2
y=mx+c y-y, =mM(x—-x,) ee 2A. m = tan @
ae
(x—a)' +(y-by =r? page Heat.
sinA sinB sinC
a’ =b’? +c? —2bc.cos A
area AABC = sabesinc
sin(a + ) = sina.cosf# +cosa.sin B sin(a - B) = sina.cosB —cosa.sinB
cota + B)=cosa.cos$ —sina.sin B cosa — 8) =cosa.cos#+sina.sin B
cos’ a@-—sin’ a
cos2a =41-2sin’ a sin2a = 2sina.cosa
2cos’ a-
~e, ~ay
e= y o? =
n n
n(A) _
P(A)=— P(A or B) = P(A) + P(B) — P(A and B)
n(S)
x-x\y-y
yp=athbx p= due 2-9) Ky=9)
Yo-%
Copyright reserved",no_sub_markers
2016,2016_nov_p2_exam_maths,P2,1,1.1,1.0,"Use the scatter plot to comment on the strength of the relationship between the
distance a shopper lived from the store and the average number of times she/he
shopped at the store in a week.",ok
2016,2016_nov_p2_exam_maths,P2,1,1.2,3.0,"Calculate the correlation coefficient of the data. (1)
153 Calculate the equation of the least squares regression line of the data.",ok
2016,2016_nov_p2_exam_maths,P2,1,1.4,,"Use your answer at QUESTION 1.3 to estimate the average number of times that a
shopper living 6 km from the supermarket will visit the store in a week. (2)
LS Sketch the least squares regression line on the scatter plot provided in the ANSWER
BOOK. (2)
[9]
Copyright reserved Please turn over

===== Page 4 =====
Mathematics/P2 4 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,2,2.2,2.0,"Calculate the range of the heights. (2)
235 Complete the cumulative frequency column in the table given in the ANSWER
BOOK.",ok
2016,2016_nov_p2_exam_maths,P2,2,2.4,2.0,"Draw an ogive (cumulative frequency curve) to represent the data on the grid
provided in the ANSWER BOOK. (4)
ZS Eighty learners are less than x metres in height. Estimate x.",ok
2016,2016_nov_p2_exam_maths,P2,2,2.6,,"The person taking the measurements only had
a 1,5 m measuring tape available. In order to
compensate for the short measuring tape, he |
decided to mount the tape on a wall at a height Ls P
of 1 m above the ground. After recording the ""cei
measurements he discovered that the tape was |
mounted at 1,1 m above the ground instead of
1m. Distance above the ground
GROUND
How does this error influence the following:",missing_marks
2016,2016_nov_p2_exam_maths,P2,2,2.6.1,1.0,Mean of the data set,ok
2016,2016_nov_p2_exam_maths,P2,2,2.6.2,,"Standard deviation of the data set (1)
[13]
Copyright reserved Please turn over

===== Page 5 =====
Mathematics/P2 5 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,3,3.3,3.0,"Hence, calculate the value of p.",ok
2016,2016_nov_p2_exam_maths,P2,3,3.4,3.0,Calculate the length of DB.,ok
2016,2016_nov_p2_exam_maths,P2,3,3.5,2.0,Calculate the size of @,ok
2016,2016_nov_p2_exam_maths,P2,3,3.6,3.0,"Calculate the size of OGB. (3)
A Determine the equation of the circle passing through points D, B and C in the form
(x-a)’ +(y—by =r’.",ok
2016,2016_nov_p2_exam_maths,P2,3,3.8,,"If AD is shifted so that ABCD becomes a square, will BC be a tangent to the
circle passing through points A, M and B, where M is now the intersection of the
diagonals of the square ABCD? Motivate your answer. (2)
[19]
Copyright reserved Please turn over

===== Page 6 =====
Mathematics/P2 6 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,4,4.1,1.0,Give a reason why TSR =90°.,ok
2016,2016_nov_p2_exam_maths,P2,4,4.2,2.0,"Calculate the gradient of TS. (2)
43 Determine the equation of the line SR in the form y= mx +c. (3)
2
44 The equation of the circle above is (x —9)? + [y - 63) = 36.
4.4.] Calculate the length of TR in surd form.",ok
2016,2016_nov_p2_exam_maths,P2,4,4.4.2,3.0,Calculate the coordinates of R.,ok
2016,2016_nov_p2_exam_maths,P2,4,4.4.3,3.0,Calculate sinR.,ok
2016,2016_nov_p2_exam_maths,P2,4,4.4.4,3.0,Show that 6 = 12a — 29.,ok
2016,2016_nov_p2_exam_maths,P2,4,4.4.5,,"If TK =TR, calculate the coordinates of K. (6)
[23]
Copyright reserved Please turn over

===== Page 7 =====
Mathematics/P2 7 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,5,5.2,,"Given: cos(A —B) =cosAcosB + sinAsinB
Use the formula for cos(A -B) to derive a formula for sin(A +B) (3)
/ 2
a3 Simplify es completely, given that 0°< A < 90°. (5)
cos(—A).cos(90° + A)
SA Given: cos 2B= = and 0°<B<90°
Determine, without using a calculator, the value of EACH of the following in its
simplest form:",missing_marks
2016,2016_nov_p2_exam_maths,P2,5,5.4.1,3.0,cosB,ok
2016,2016_nov_p2_exam_maths,P2,5,5.4.2,2.0,sinB,ok
2016,2016_nov_p2_exam_maths,P2,5,5.4.3,,"cos (B + 45°) (4)
[21]
Copyright reserved Please turn over

===== Page 8 =====
Mathematics/P2 8 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,6,6.1,3.0,"On the system of axes on which / is drawn in the ANSWER BOOK, draw the graph
of g(x)=—cos2x for x € [-180° ; 180°]. Clearly show all intercepts with the axes,
the coordinates of the turning points and end points of the graph.",ok
2016,2016_nov_p2_exam_maths,P2,6,6.2,4.0,"Write down the maximum value of /(x)-—3. (2)
G2 Determine the general solution of f(x) = g(x).",ok
2016,2016_nov_p2_exam_maths,P2,6,6.4,,"Hence, determine the values of x for which /(x)< g(x) in the interval
x € [—180° ; 0°]. (3)
[12]
Copyright reserved Please turn over

===== Page 9 =====
Mathematics/P2 9 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,7,7.1,,"Calculate the length of OB. (3)
3
dz Show that cos@ =—_————
21” 4: a
2 (5)
im If the volume of the pyramid is 15 m° , calculate the value of @. (4)
[12]
Copyright reserved Please turn over

===== Page 10 =====
Mathematics/P2 10 DBE/November 2016
NSC
Give reasons for ALL statements and calculations in QUESTIONS 8, 9 and 10.",missing_marks
2016,2016_nov_p2_exam_maths,P2,8,8.1,,"In the diagram below PQRT is a cyclic quadrilateral having RT || QP. The tangent
at P meets RT produced at S. QP = QT and PTS = 70°.
S
“*",missing_marks
2016,2016_nov_p2_exam_maths,P2,8,8.1.1,1.0,"Give a reason why P, = 70°.",ok
2016,2016_nov_p2_exam_maths,P2,8,8.1.2,,"Calculate, with reasons, the size of:
(a2) Q, (3)
(b) PB, (2)
Copyright reserved Please turn over

===== Page 11 =====
Mathematics/P2 1] DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,8,8.2,,"A, B and C are points on the circle having centre O. S and T are points on AC
and AB respectively such that OS | AC and OT | AB. AB = 40 and AC = 48.
C
A
OE,
B",missing_marks
2016,2016_nov_p2_exam_maths,P2,8,8.2.1,1.0,Calculate AT.,ok
2016,2016_nov_p2_exam_maths,P2,8,8.2.2,,"If OS= “or, calculate the radius OA of the circle. (5)
[12]
Copyright reserved Please turn over

===== Page 12 =====
Mathematics/P2 12 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,9,9.1,,Give a reason why EACH of the following is TRUE:,missing_marks
2016,2016_nov_p2_exam_maths,P2,9,9.1.1,1.0,"B, =x",ok
2016,2016_nov_p2_exam_maths,P2,9,9.1.2,1.0,"BCD =B,",ok
2016,2016_nov_p2_exam_maths,P2,9,9.2,2.0,"Prove that BCDE is a cyclic quadrilateral. (2)
93 Which TWO other angles are each equal to x?",ok
2016,2016_nov_p2_exam_maths,P2,9,9.4,,"Prove that B, =C,. (3)
[9]
Copyright reserved Please turn over

===== Page 13 =====
Mathematics/P2 13 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,10,10.1,,"In the diagram APQR is drawn. S and T are points on sides PQ and PR
respectively such that ST || QR.
P
S -
Q R
Prove the theorem which states that re = il ‘ (6)
SQ TR
Copyright reserved Please turn over

===== Page 14 =====
Mathematics/P2 14 DBE/November 2016
NSC",missing_marks
2016,2016_nov_p2_exam_maths,P2,10,10.2,1.0,"In the diagram HLKF is a cyclic quadrilateral. The chords HL and FK are produced
to meet at M. The line through F parallel to KL meets MH produced at G.
MK =x, KF = 2x, ML=y and LH=HG.
M
a
L
: Aas is H
G
F
1034 Give a reason why GFM = LKM.",ok
2016,2016_nov_p2_exam_maths,P2,10,10.2.2,,"Prove that:
(a) GH=y (3)
(b) AMFH]|||AMGF (5)
(©) GF _3x
FH 2y (2)
y 3",missing_marks
2016,2016_nov_p2_exam_maths,P2,10,10.2.3,,"Show that — = ,/—
P 4 2 (3)
[20]
TOTAL: 150
Copyright reserved

===== Page 15 =====
Mathematics/P2 DBE/November 2016
NSC
INFORMATION SHEET
ve —~b+yb"" —4ac
2a
A= P(l+ni) A= P(1—ni) A= P(1-i)"" A= P(i+i)”
T, =a+(n-l)d S, = 52a +(n—-1)d]
eT a S _ alr"" -1) eA S, =7—3 -l<r<l
n r- 1 —-r
Pe (el p_sl-d+iy"")
i i
.. Jxt+h-f@)
'(x) = im
#) h>0 h
X, +X, yy t+y
d= (x, -x,)? +0,-y,)” M fe he
Z 2
_ _ y27V1 _
y=mxt+ce y-y, =m(x-x,) Ce ee m=tan@
a |
snA sinB© sinC
a’ =5* +e"" —2bc.cos A
area AABC = 5abssin
sin(a + B) = sina.cos# + cosa.sin B sin(a — B) = sina.cos#—cosa.sinB
coda + B) =cosa@.cosf—sina.sin PB cofa - B) =cosa@.cosf+sina.sinB
cos* a—sin’a
cos2@ =41-—2sin’a sin2a@ = 2sina.cosa
2cos’? a—1
x == oo =
n n
n(A) _
P(A) = 78) P(A or B) = P(A) + P(B) — P(A and B)
n
x-x\Ky-y
p=atbx 5 - =P) Ky=9)
Yor-3)
Copyright reserved",missing_marks
