year,paper,question_number,question_title,topic,subquestion_ref,error_text,error_class,cross_topic,diagram_assumption,notation_subtype,source_section,source,raw_char_count,cleaned_char_count,mojibake_cleaned,suggestion_text
2014,P1,3,PATTERNS,SEQ,3.1.2,"In Q3.1.2, a common error was for candidates to calculate 2a = – 2 instead of 2a = 2.",general,False,False,,errors,DBE diagnostic,87,85,True,
2014,P1,3,PATTERNS,SEQ,,"In Q 3.1.3, candidates struggled to understand exactly what was required of them. They confused the ¿rst difference of 96 with Tn = 96.",general,False,False,,errors,DBE diagnostic,137,135,True,
2014,P1,3,PATTERNS,SEQ,3.2.1;3.2.2,"The most common errors in Q3.2.1 and Q3.2.2 were errors in calculation. Moreover, candidates did not follow the instruction to leave their answer in simplest form.",general,False,False,,errors,DBE diagnostic,166,163,True,
2014,P1,3,PATTERNS,SEQ,3.3,Candidates were unable to devise a strategy to answer Q3.3. Many did not simplify each bracket and were unable to identify the pattern that was created in the process. They also struggled to calculate the last factor of the pattern.,procedural,False,False,,errors,DBE diagnostic,235,232,True,
2014,P1,3,PATTERNS,SEQ,,,,,,,suggestions,DBE diagnostic,198,196,True,"Basic algebraic and exponential manipulation needs attention. This involves being able to substitute correctly, solve quadratic equations correctly and simplify exponential expressions accurately."
2014,P1,3,PATTERNS,SEQ,,,,,,,suggestions,DBE diagnostic,284,280,True,Theory is an integral part of sequences and series. Learners must be taught how to distinguish which formulae to use and they must understand that the sequence of ¿rst differences in a quadratic pattern forms a linear pattern. 114 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION
2014,P1,3,PATTERNS,SEQ,,,,,,,suggestions,DBE diagnostic,179,177,True,Learners need to be familiar with the terminology of Mathematics. Teachers should use the correct terminology in class so that learners understand various mathematical concepts.
2014,P1,3,PATTERNS,SEQ,,,,,,,suggestions,DBE diagnostic,196,193,True,"Teachers should challenge learners in informal and formal assessment tasks by using different types of problems, including sequences that have negative values, fractions and word-type problems."
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,Candidates were unfamiliar with the format q p x a y   for the hyperbola. This meant that candidates wrote down the incorrect value for p.,procedural,False,False,,errors,DBE diagnostic,146,140,True,
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,4.3,"Although Q4.3 was a basic translation question, candidates failed to apply the translation to the graph. Candidates did not write the asymptote as an equation and often gave the answer as only – 6 instead of x = – 6.",procedural,False,False,,errors,DBE diagnostic,218,216,True,
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,Candidates were unable to calculate the coordinates of S on account of poor algebraic manipulation. This meant that candidates could not calculate the distance OS.,general,False,False,,errors,DBE diagnostic,165,163,True,
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,4.5,"For the most part, candidates did not understand what was being asked of them in Q4.5. This question required higher-order thinking skills as it involved applying the theory of the nature of roots in a graph question. Candidates failed to make the connection between the given line and the line y = x + k.",procedural,False,False,,errors,DBE diagnostic,309,305,True,
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,129,127,True,Learners must be taught to write intercepts in coordinate form at al times. They should also show substitution when applicable.
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,117,114,True,"Learners should be taught the correct form of the hyperbola. According to the CAPS document, it is q p x a y   ."
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,201,199,True,"Teachers should strongly and repetitively emphasise that an asymptote is a straight line and hence is de¿ned by an equation, either x = … for a vertical asymptote or y = … for a horizontal asymptote."
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,76,75,True,It is necessary for the basic functions to be practised on a regular basis.
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,324,321,True,"Basic Mathematical principles and rules need to be practised continually. As noted in previous Diagnostic Reports, problems include factorisation of expressions, the difference between intercepts and coordinates and solving an equation in which one side contains a fractional expression and the other a linear expression."
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,146,143,True,Teachers should train learners on how to sketch a graph when the equation is given and conversely to derive its equation if the graph is drawn.
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,129,127,True,Learners should be taught to interrogate the validity or reasonableness of an answer they obtain in the context of the problem.
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,247,242,True,Teachers need to make connections between Grade 10 content on solving of equations and the solution of simultaneous equations for the intersection of graphs. The skill of solving equations such as x x   1 1 2 should be mastered in Grade 10.
2014,P1,4,FUNCTIONS (HYPERBOLA),FUNC,,,,,,,suggestions,DBE diagnostic,124,122,True,Transformations of functions must be given attention in all the grades in which functions is taught. 115 DIAGNOSTIC REPORT
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,"Many candidates did not know how to prove that the value for a was 3. Instead, they used the given value of a in the initial steps of their attempted proof.",conceptual,False,False,,errors,DBE diagnostic,158,156,True,
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,"Many candidates understood the algorithm of deriving the inverse equation. However, the concepts of domain, range and the asymptotic behaviour of functions were lacking.",conceptual,False,False,,errors,DBE diagnostic,171,169,True,
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,5.5,Candidates struggled with the interpretation of Q5.5. The problem stemmed from not knowing the correct x value for which f,general,False,False,,errors,DBE diagnostic,123,122,True,
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,89,89,False,Teachers need to spend more time explaining application questions about graphs such as: f
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,47,46,True,"< 0, as well as the transformations of graphs."
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,103,102,True,Learners need to be exposed to more higher-order questions involving solving inequalities from graphs.
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,202,200,True,The exponential graph and the logarithmic graph need to be taught in conjunction with each other. Teachers should ensure that learners can convert easily between logarithmic form and exponential form.
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,261,258,True,"It is very important to teach inverses as an extension of functions so that learners can understand what restrictions apply to functions, domains, ranges etc. Teachers should ensure that learners are able to convert Àexibly from symbolic expression to words."
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,75,74,True,The formal de¿nition and understanding of a function should be emphasised.
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,96,95,True,Learners should be taught problem-solving skills in the context of all sections in Mathematics.
2014,P1,5,FUNCTIONS (EXPONENTIAL AND LOGARITHMIC),FUNC,,,,,,,suggestions,DBE diagnostic,82,81,True,"Teachers must expose learners to reÀection over the lines y = 0, x = 0 and y = x."
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,6.1,"In Q6.1, candidates did not follow the instruction given in the question to give the answer correct to two decimal places. Instead they either left the answer in surd form or they rounded to one decimal place.",general,False,False,,errors,DBE diagnostic,211,209,True,
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,Candidates struggled to determine an expression for the length of a vertical line between two graphs. This could have been because one graph was an inverse parabola and looked different from many of the questions that learners would have encountered in class.,general,False,False,,errors,DBE diagnostic,262,259,True,
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,"= 0, which means that candidates are not cognisant that if the distance between two graphs is zero they are actually considering the point of intersection between the graphs.",general,False,False,,errors,DBE diagnostic,176,174,True,
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,Candidates do not understand that graphs represent the relationship between x and y. If x x f 2 ) ( then every point on the graph will have coordinates for x  0.,general,False,False,,errors,DBE diagnostic,172,162,True,
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,"Candidates struggled to integrate the concept of optimisation from Calculus into this question. Many candidates treated the expression as being quadratic and used the method of calculating the axis of symmetry, which is incorrect. 116 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",conceptual,False,False,,errors,DBE diagnostic,288,284,True,
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,,,,,,suggestions,DBE diagnostic,227,224,True,Teachers should expose learners to questions that are asked in a different way and questions in which different topics in Mathematics are integrated. Past examination papers should serve a valuable resource for this purpose.
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,,,,,,suggestions,DBE diagnostic,90,89,True,Learners need to interrogate the validity of their answers in the context of the problem.
2014,P1,6,FUNCTIONS (PARABOLA AND INVERSE PARABOLA),FUNC,,,,,,,suggestions,DBE diagnostic,159,157,True,Learners need to be exposed to manipulation of surds and exponents in the context of differentiation to effectively answer questions that require this skill.
2014,P1,7,FINANCE,FIN,,Candidates did not understand the concept of depreciation and were unable to calculate the rate of depreciation given the cost price and the book value of the car. They commonly confused the values of A and P in the formula by making the assumption that A is always bigger than P.,conceptual,False,True,,errors,DBE diagnostic,283,280,True,
2014,P1,7,FINANCE,FIN,,Candidates were able to solve for n by applying the log to both sides of the equation but did understand that the log of a negative number is unde¿ned.,general,False,False,,errors,DBE diagnostic,153,151,True,
2014,P1,7,FINANCE,FIN,,"The detail, ‘one month after the loan was granted’ was misinterpreted and candidates took the value of n to be either 239 or 241.",general,False,False,,errors,DBE diagnostic,131,129,True,
2014,P1,7,FINANCE,FIN,,"Candidates confused the future value formula and the present value formula and did not know which one was applicable to this question. In the present value formula, candidates forgot to use the exponent as ‘– n’.",conceptual,False,False,,errors,DBE diagnostic,214,212,True,
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,164,161,True,"Teachers need to emphasise the concepts of present value and future value, the use of the appropriate formula and the calculation of the effective interest rate."
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,177,175,True,"Learners must be required to check whether their solutions seem ‘reasonable’. If answers do not seem reasonable, then teachers should train learners how to ¿nd their mistakes."
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,277,275,True,"Teachers need to expose learners to all terminology applicable to Financial Mathematics, i.e. reducing balance/ diminishing balance/compound decay/ compound decrease; straight-line depreciation/linear reduction/straight line decay; compound increase/compound growth/inÀation."
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,200,198,True,"As language presents problems in the correct interpretation of ¿nance questions, teachers must at all times focus on using the correct language while teaching and in the setting of assessment tasks."
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,161,159,True,Teachers must emphasise the importance of not rounding off in the middle of a mathematical problem. Rounding off should be done only at the end of the process.
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,244,241,True,"Teachers should also emphasise that, if a loan takes 180,1 months to repay, it will actually take181 months to repay the loan. Learners must understand that payments are made only at the end of the month and not at any time during the month."
2014,P1,7,FINANCE,FIN,,,,,,,suggestions,DBE diagnostic,207,204,True,"Teachers need to emphasise to learners that in a loan calculation, the ¿rst payment is always made one payment period after the loan is granted. This has no effect on the value of n. 117 DIAGNOSTIC REPORT"
2014,P1,8,CALCULUS,CALC,,"With regard to the question on ¿rst principles, candidates continued to make the error of incorrectly copying the formula from the information sheet. Many notation errors occurred in this question; for example: h x f h x f x f h ) ( ) ( lim ) (' 0   o was written down as h x f h x f x f h ) ( ) ( lim ) ( 0   o or as h x f h x f x f ) ( ) ( ) ('   or as h x f h x f h ) ( ) ( lim 0   o .",notation,False,False,,errors,DBE diagnostic,413,396,True,
2014,P1,8,CALCULUS,CALC,,Candidates struggled to correctly multiply out . The simpli¿cation and adding of like terms led to many algebraic errors.,general,False,False,,errors,DBE diagnostic,125,121,True,
2014,P1,8,CALCULUS,CALC,,"Some candidates did not follow the instruction of ¿rst principles. Instead, they applied the rules and wrote down only the answer. No marks were awarded in this case.",general,False,False,,errors,DBE diagnostic,168,166,True,
2014,P1,8,CALCULUS,CALC,8.3,"Candidates struggled to differentiate when there was a y in the derivative. In the case of Q8.3, many candidates started with the answer and attempted to work backwards. This led them to ultimately calculate the second derivative. This was due to not understanding what expression they were working with.",general,False,False,,errors,DBE diagnostic,307,304,True,
2014,P1,8,CALCULUS,CALC,8.2,Notation in Q8.2 was also handled poorly. Candidates wrote out the function and then continued on the next line into the derivative without using the notation for the derivative. It would seem that candidates did not understand the difference between a function and its derivative.,notation,False,False,,errors,DBE diagnostic,284,281,True,
2014,P1,8,CALCULUS,CALC,,Candidates did not understand the concept of concavity. They did not understand that the concavity of a cubic function changes at the point of inÀection; nor did they understand the meaning of ‘concave up’.,conceptual,False,False,,errors,DBE diagnostic,208,206,True,
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,302,295,True,Teachers need to stress the importance of notation in answering a ¿rst principles question. It seems that a question in which there is complex simpli¿cation is easier to answer in two parts: ¿rst by simplifying or even the fraction and then applying the limit as h o 0 of the simpli¿ed fraction.
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,129,125,True,"In order to gain suf¿cient practice, learners must be required to undertake a number of tasks covering ¿rst principles, e.g.:"
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,259,256,True,"Drill and practice in the correct notation and rules of differentiation are necessary. Each term of the original function must be such that one can correctly identify the coef¿cient, variable and exponent before the rules of differentiation can be applied."
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,270,265,True,"When differentiating by rules, learners must understand what the original expression comprises. They must be able to identify the fractions, exponents and in the original expression. Teachers must make sure that learners know how to simplify before differentiation."
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,334,319,True,"Fractions and exponential laws must be emphasised when working with Calculus. 118 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION When working with fractions, it is always better for the learners to write the expression as separate fractions and then simplify. For example: 2 1 2 1 2 1 2 1 5 5 5     x x x x x x x"
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,143,141,True,Using colours to distinguish between the original function and the derivative is a strategy that might assist learners with correct notation.
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,125,123,True,The difference between gradient and average gradient and that the derivative of a constant term is zero must be emphasised.
2014,P1,8,CALCULUS,CALC,,,,,,,suggestions,DBE diagnostic,518,509,True,"Teachers need to teach point of inÀection and how the concavity changes on either side of the point of inÀection. Concavity needs to be taught with the correct underlying theory. If a function is concave up, then 0 ) ( ! cc x f and if a function is concave down, then 0 ) ( cc x f . The algebraic solution then requires the solution of an inequality. The algebraic solution must be taught in conjunction with graphs. Teachers must not allow learners to take short cuts to the concepts of concavity of a graph."
2014,P1,9,CALCULUS (,CALC,9.1,"In Q9.1, candidates were able to calculate the derivative correctly, but often did not explicitly equate it to zero. They did however arrive at the correct answers for the turning points.",general,False,False,,errors,DBE diagnostic,189,187,True,
2014,P1,9,CALCULUS (,CALC,,"Candidates failed to realise that they had to draw a cubic function in this question. Instead, candidates incorrectly drew the cubic function in the shape of a parabola as they failed to identify that the x-intercept at (3 ; 0) was also a turning point. Candidates did not indicate the values of the critical points on their sketch.",procedural,False,False,,errors,DBE diagnostic,335,332,True,
2014,P1,9,CALCULUS (,CALC,9.3,Candidates did not read the requirements of Q9.3 correctly. Many of them only wrote down the answer for where 0 ) ( / x f and not for where 0 ) ( . / x f x .,reading,False,False,,errors,DBE diagnostic,165,157,True,
2014,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,192,190,True,Teachers and learners need to be more careful when calculating the critical points of a function. All working details must be shown. Learners must indicate the critical points on the sketch.
2014,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,132,122,True,"Teachers need to emphasise that if (a ; b) is a stationary point of ) (x f y , it follows that b a f ) ( and 0 ) ( c a f ."
2014,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,354,315,True,Learners need to be exposed to all the different types of questions that can be asked when reading off graphs. These include: 0 ) ( ! x f 0 ) ( x f 0 ) ( / ! x f 0 ) ( / x f ) ( ) ( x g x f ! ) ( ) ( x g x f 0 ) ( . ! x f x 0 ) ( . x f x 0 ) ( . / ! x f x 0 ) ( . / x f x 0 ) ( ). ( ! x g x f 0 ) ( ). ( x g x f etc
2014,P1,9,CALCULUS (,CALC,,,,,,,suggestions,DBE diagnostic,314,310,True,"Teachers must expose learners to higher-order-thinking questions and the interpretation of graphs. Teachers should provide the learner with an understanding of what is being asked, what it looks like on the picture and which x-values are relevant to the interval required in the solution. 119 DIAGNOSTIC REPORT"
2014,P1,10,CALCULUS (APPLICATION),CALC,,"The application of Calculus has always been a problem. Candidates generally did not understand the relevance of the given net and the rectangular prism drawn, and did not understand the connection between the two diagrams and the problem.",general,False,False,,errors,DBE diagnostic,241,238,True,
2014,P1,10,CALCULUS (APPLICATION),CALC,,"As stated in previous Diagnostic Reports, the conceptual understanding of the application of Differential Calculus is still seriously problematic.",conceptual,False,False,,errors,DBE diagnostic,148,146,True,
2014,P1,10,CALCULUS (APPLICATION),CALC,,Candidates struggled to expand the expression for the volume. The simpli¿cation and adding of like terms led to many algebraic errors. Candidates often incorrectly simpli¿ed the volume to a quadratic or a linear expression.,procedural,False,False,,errors,DBE diagnostic,225,223,True,
2014,P1,10,CALCULUS (APPLICATION),CALC,,"Candidates seemed to lack con¿dence when they had to use the quadratic formula to ¿nd the solutions of the equation in which the derivative was equated to zero. Yet in earlier questions, these same candidates used the quadratic formula with ease to solve a routine quadratic equation that could have been solved by using factorisation. Hence exposure to these types of questions is essential.",procedural,False,False,,errors,DBE diagnostic,396,392,True,
2014,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,327,324,True,"Teachers must expose learners to a variety of different questions involving rates of change, including rates of change in practical situations. For this purpose, teachers should use questions that have appeared in past examination papers. With suf¿cient exposure, learners should gain con¿dence in answering these questions."
2014,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,155,152,True,Teachers need to show learners how to extract essential information from the question and how to translate these words into the language of Mathematics.
2014,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,260,257,True,Teachers must explain why the derivative is equated to zero and how this concept is used in solving problems to do with rates of change and optimisation. Teachers ought to make learners aware of the difference between a stationary point and a turning point.
2014,P1,10,CALCULUS (APPLICATION),CALC,,,,,,,suggestions,DBE diagnostic,271,268,True,"When answering questions based on real-life contexts, learners need to check the validity of their answers. This is essential when the x-coordinate of two stationary points are positive. One stationary point yields a maximum value and the other yields a minimum value."
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,Candidates did not know the difference between the notations n(A) and P(A). Very often they gave the answer as n(A) instead of P(A).,notation,False,False,,errors,DBE diagnostic,135,132,True,
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,Candidates could not read off correctly from the contingency table. They read off from either the incorrect row or the incorrect column.,procedural,False,False,,errors,DBE diagnostic,138,136,True,
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,"Many candidates did not understand the concepts, mutually exclusive events and independent events. Some assumed that the two were synonymous. 120 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",conceptual,False,True,,errors,DBE diagnostic,198,195,True,
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,,,,,,suggestions,DBE diagnostic,142,140,True,Teachers and learners must become familiar with the notations used in this topic. This is one of the reasons for confusion amongst learners.
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,,,,,,suggestions,DBE diagnostic,462,458,True,"Learners should be taught the concepts, mutually exclusive events, mutually inclusive events and independent events. When explaining these concepts, the focus should be on the intersection of two events. If A and B are mutually exclusive events, then P(A and B) = 0 If A and B are mutually inclusive events, then P(A and B)  0 If A and B are independent events, then P(A and B) = P(A) x P(B) For any two events A and B, P(A or B) = P(A) + P(B) – P(A and B)."
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,,,,,,suggestions,DBE diagnostic,141,139,True,Teachers ought to also explain the concept of complementary events. The complement of the event A occurring is the event ‘not A’ occurring.
2014,P1,11,PROBABILITY INCLUDING INDEPENDENT EVENTS,PROB,,,,,,,suggestions,DBE diagnostic,231,228,True,"Teachers need to emphasise that when the test for independence of two events fails, then the events are said to be ‘not independent’. It is incorrect to conclude that if two events are not independent, they are dependent events."
2014,P1,12,COUNTING PRINCIPLE,PROB,,Candidates did not know how many letters there are in the English alphabet.,conceptual,False,False,,errors,DBE diagnostic,76,75,True,
2014,P1,12,COUNTING PRINCIPLE,PROB,,"Candidates displayed poor understanding of the arrangement of a subgroup of objects within an entire group of objects. In this regard, they were unable to calculate the different number of ways in which the 3 silver cars could be parked next to each other among the remaining cars.",general,False,False,,errors,DBE diagnostic,285,281,True,
2014,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,532,526,True,"Teachers should teach the counting principle by real-life demonstrations. For example, teachers could ask ‘In how many different ways can 4 learners sit in a row?’ and actually demonstrate the different arrangements to the class. This practical demonstration would allow learners to grasp an abstract concept. Teachers should use other real-life situations where people choose pin codes and passwords for accessing their documents or opening their cell phones. Also include examples where letters and/or digits are or are not."
2014,P1,12,COUNTING PRINCIPLE,PROB,,,,,,,suggestions,DBE diagnostic,301,297,True,"Learners ought to know certain information that is regarded as general knowledge, e.g. that there are 26 letters in the alphabet, that the English alphabet consists of 5 vowels and 21 consonants, that there are six sides to a regular dice, that there are 52 cards in a standard deck of cards, etc."
