year,question_number,question_title,error_text_raw,error_text_summary,source,qualitative_severity,topic
2014,3.0,PATTERNS,Teachers need to spend more time explaining application questions about graphs such as: f,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,"< 0, as well as the transformations of graphs.",,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Learners need to be exposed to more higher-order questions involving solving inequalities from graphs.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,The exponential graph and the logarithmic graph need to be taught in conjunction with each other. Teachers should ensure that learners can convert easily between logarithmic form and exponential form.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,"It is very important to teach inverses as an extension of functions so that learners can understand what restrictions apply to functions, domains, ranges etc. Teachers should ensure that learners are able to convert flexibly from symbolic expression to words.",,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,The formal definition and understanding of a function should be emphasised.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Learners should be taught problem-solving skills in the context of all sections in Mathematics.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,"Teachers must expose learners to reflection over the lines y = 0, x = 0 and y = x. QUESTION 6: FUNCTIONS (PARABOLA AND INVERSE PARABOLA) Candidates were able to answer Q6.1 and Q6.2 but found Q6.3 very challenging. Common errors and misconceptions",,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,"In Q6.1, candidates did not follow the instruction given in the question to give the answer correct to two decimal places. Instead they either left the answer in surd form or they rounded to one decimal place.",,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Candidates struggled to determine an expression for the length of a vertical line between two graphs. This could have been because one graph was an inverse parabola and looked different from many of the questions that learners would have encountered in class.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,"= 0, which means that candidates are not cognisant that if the distance between two graphs is zero they are actually considering the point of intersection between the graphs.",,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Candidates do not understand that graphs represent the relationship between x and y. If x x f 2 ) ( then every point on the graph will have coordinates for x  0.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,"Candidates struggled to integrate the concept of optimisation from Calculus into this question. Many candidates treated the expression as being quadratic and used the method of calculating the axis of symmetry, which is incorrect. 116 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION Suggestions for improvement",,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Teachers should expose learners to questions that are asked in a different way and questions in which different topics in Mathematics are integrated. Past examination papers should serve a valuable resource for this purpose.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Learners need to interrogate the validity of their answers in the context of the problem.,,DBE diagnostic,moderate_language,Sequences & Series
2014,3.0,PATTERNS,Learners need to be exposed to manipulation of surds and exponents in the context of differentiation to effectively answer questions that require this skill.,,DBE diagnostic,moderate_language,Sequences & Series
2014,7.0,FINANCE,Candidates did not understand the concept of depreciation and were unable to calculate the rate of depreciation given the cost price and the book value of the car. They commonly confused the values of A and P in the formula by making the assumption that A is always bigger than P.,,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,Candidates were able to solve for n by applying the log to both sides of the equation but did understand that the log of a negative number is undefined.,,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"The detail, ‘one month after the loan was granted’ was misinterpreted and candidates took the value of n to be either 239 or 241.",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"Candidates confused the future value formula and the present value formula and did not know which one was applicable to this question. In the present value formula, candidates forgot to use the exponent as ‘– n’. Suggestions for improvement",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"Teachers need to emphasise the concepts of present value and future value, the use of the appropriate formula and the calculation of the effective interest rate.",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"Learners must be required to check whether their solutions seem ‘reasonable’. If answers do not seem reasonable, then teachers should train learners how to find their mistakes.",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"Teachers need to expose learners to all terminology applicable to Financial Mathematics, i.e. reducing balance/ diminishing balance/compound decay/ compound decrease; straight-line depreciation/linear reduction/straight line decay; compound increase/compound growth/inflation.",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"As language presents problems in the correct interpretation of finance questions, teachers must at all times focus on using the correct language while teaching and in the setting of assessment tasks.",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,Teachers must emphasise the importance of not rounding off in the middle of a mathematical problem. Rounding off should be done only at the end of the process.,,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"Teachers should also emphasise that, if a loan takes 180,1 months to repay, it will actually take181 months to repay the loan. Learners must understand that payments are made only at the end of the month and not at any time during the month.",,DBE diagnostic,moderate_language,Finance
2014,7.0,FINANCE,"Teachers need to emphasise to learners that in a loan calculation, the first payment is always made one payment period after the loan is granted. This has no effect on the value of n. 117 DIAGNOSTIC REPORT",,DBE diagnostic,moderate_language,Finance
2014,8.0,CALCULUS,"With regard to the question on first principles, candidates continued to make the error of incorrectly copying the formula from the information sheet. Many notation errors occurred in this question; for example: h x f h x f x f h ) ( ) ( lim ) (' 0   o was written down as h x f h x f x f h ) ( ) ( lim ) ( 0   o or as h x f h x f x f ) ( ) ( ) ('   or as h x f h x f h ) ( ) ( lim 0   o .",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Candidates struggled to correctly multiply out . The simplification and adding of like terms led to many algebraic errors.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Some candidates did not follow the instruction of first principles. Instead, they applied the rules and wrote down only the answer. No marks were awarded in this case.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Candidates struggled to differentiate when there was a y in the derivative. In the case of Q8.3, many candidates started with the answer and attempted to work backwards. This led them to ultimately calculate the second derivative. This was due to not understanding what expression they were working with.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Notation in Q8.2 was also handled poorly. Candidates wrote out the function and then continued on the next line into the derivative without using the notation for the derivative. It would seem that candidates did not understand the difference between a function and its derivative.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Candidates did not understand the concept of concavity. They did not understand that the concavity of a cubic function changes at the point of inflection; nor did they understand the meaning of ‘concave up’. Suggestions for improvement,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Teachers need to stress the importance of notation in answering a first principles question. It seems that a question in which there is complex simplification is easier to answer in two parts: first by simplifying or even the fraction and then applying the limit as h o 0 of the simplified fraction.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"In order to gain sufficient practice, learners must be required to undertake a number of tasks covering first principles, e.g.:",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Drill and practice in the correct notation and rules of differentiation are necessary. Each term of the original function must be such that one can correctly identify the coefficient, variable and exponent before the rules of differentiation can be applied.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"When differentiating by rules, learners must understand what the original expression comprises. They must be able to identify the fractions, exponents and in the original expression. Teachers must make sure that learners know how to simplify before differentiation.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Fractions and exponential laws must be emphasised when working with Calculus. 118 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION When working with fractions, it is always better for the learners to write the expression as separate fractions and then simplify. For example: 2 1 2 1 2 1 2 1 5 5 5     x x x x x x x",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Using colours to distinguish between the original function and the derivative is a strategy that might assist learners with correct notation.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,The difference between gradient and average gradient and that the derivative of a constant term is zero must be emphasised.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Teachers need to teach point of inflection and how the concavity changes on either side of the point of inflection. Concavity needs to be taught with the correct underlying theory. If a function is concave up, then 0 ) ( ! cc x f and if a function is concave down, then 0 ) ( cc x f . The algebraic solution then requires the solution of an inequality. The algebraic solution must be taught in conjunction with graphs. Teachers must not allow learners to take short cuts to the concepts of concavity of a graph. QUESTION 9: CALCULUS (GRAPHICAL APPLICATION) Aside from Q9.3, this question was well answered. Common errors and misconceptions",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"In Q9.1, candidates were able to calculate the derivative correctly, but often did not explicitly equate it to zero. They did however arrive at the correct answers for the turning points.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Candidates failed to realise that they had to draw a cubic function in this question. Instead, candidates incorrectly drew the cubic function in the shape of a parabola as they failed to identify that the x-intercept at (3 ; 0) was also a turning point. Candidates did not indicate the values of the critical points on their sketch.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Candidates did not read the requirements of Q9.3 correctly. Many of them only wrote down the answer for where 0 ) ( / x f and not for where 0 ) ( . / x f x . Suggestions for improvement,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Teachers and learners need to be more careful when calculating the critical points of a function. All working details must be shown. Learners must indicate the critical points on the sketch.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Teachers need to emphasise that if (a ; b) is a stationary point of ) (x f y , it follows that b a f ) ( and 0 ) ( c a f .",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Learners need to be exposed to all the different types of questions that can be asked when reading off graphs. These include: 0 ) ( ! x f 0 ) ( x f 0 ) ( / ! x f 0 ) ( / x f ) ( ) ( x g x f ! ) ( ) ( x g x f 0 ) ( . ! x f x 0 ) ( . x f x 0 ) ( . / ! x f x 0 ) ( . / x f x 0 ) ( ). ( ! x g x f 0 ) ( ). ( x g x f etc,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Teachers must expose learners to higher-order-thinking questions and the interpretation of graphs. Teachers should provide the learner with an understanding of what is being asked, what it looks like on the picture and which x-values are relevant to the interval required in the solution. 119 DIAGNOSTIC REPORT QUESTION 10: CALCULUS (APPLICATION) This question was generally very poorly answered. Common errors and misconceptions",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"The application of Calculus has always been a problem. Candidates generally did not understand the relevance of the given net and the rectangular prism drawn, and did not understand the connection between the two diagrams and the problem.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"As stated in previous Diagnostic Reports, the conceptual understanding of the application of Differential Calculus is still seriously problematic.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Candidates struggled to expand the expression for the volume. The simplification and adding of like terms led to many algebraic errors. Candidates often incorrectly simplified the volume to a quadratic or a linear expression.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Candidates seemed to lack confidence when they had to use the quadratic formula to find the solutions of the equation in which the derivative was equated to zero. Yet in earlier questions, these same candidates used the quadratic formula with ease to solve a routine quadratic equation that could have been solved by using factorisation. Hence exposure to these types of questions is essential. Suggestions for improvement",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"Teachers must expose learners to a variety of different questions involving rates of change, including rates of change in practical situations. For this purpose, teachers should use questions that have appeared in past examination papers. With sufficient exposure, learners should gain confidence in answering these questions.",,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Teachers need to show learners how to extract essential information from the question and how to translate these words into the language of Mathematics.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,Teachers must explain why the derivative is equated to zero and how this concept is used in solving problems to do with rates of change and optimisation. Teachers ought to make learners aware of the difference between a stationary point and a turning point.,,DBE diagnostic,moderate_language,Calculus
2014,8.0,CALCULUS,"When answering questions based on real-life contexts, learners need to check the validity of their answers. This is essential when the x-coordinate of two stationary points are positive. One stationary point yields a maximum value and the other yields a minimum value.",,DBE diagnostic,moderate_language,Calculus
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,Candidates did not know the difference between the notations n(A) and P(A). Very often they gave the answer as n(A) instead of P(A).,,DBE diagnostic,moderate_language,Probability
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,Candidates could not read off correctly from the contingency table. They read off from either the incorrect row or the incorrect column.,,DBE diagnostic,moderate_language,Probability
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,"Many candidates did not understand the concepts, mutually exclusive events and independent events. Some assumed that the two were synonymous. 120 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION Suggestions for improvement",,DBE diagnostic,moderate_language,Probability
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,Teachers and learners must become familiar with the notations used in this topic. This is one of the reasons for confusion amongst learners.,,DBE diagnostic,moderate_language,Probability
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,"Learners should be taught the concepts, mutually exclusive events, mutually inclusive events and independent events. When explaining these concepts, the focus should be on the intersection of two events. If A and B are mutually exclusive events, then P(A and B) = 0 If A and B are mutually inclusive events, then P(A and B)  0 If A and B are independent events, then P(A and B) = P(A) x P(B) For any two events A and B, P(A or B) = P(A) + P(B) – P(A and B).",,DBE diagnostic,moderate_language,Probability
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,Teachers ought to also explain the concept of complementary events. The complement of the event A occurring is the event ‘not A’ occurring.,,DBE diagnostic,moderate_language,Probability
2014,11.0,PROBABILITY INCLUDING INDEPENDENT EVENTS,"Teachers need to emphasise that when the test for independence of two events fails, then the events are said to be ‘not independent’. It is incorrect to conclude that if two events are not independent, they are dependent events.",,DBE diagnostic,moderate_language,Probability
2014,12.0,COUNTING PRINCIPLE,Candidates did not know how many letters there are in the English alphabet.,,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"Candidates displayed poor understanding of the arrangement of a subgroup of objects within an entire group of objects. In this regard, they were unable to calculate the different number of ways in which the 3 silver cars could be parked next to each other among the remaining cars. Suggestions for improvement",,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"Teachers should teach the counting principle by real-life demonstrations. For example, teachers could ask ‘In how many different ways can 4 learners sit in a row?’ and actually demonstrate the different arrangements to the class. This practical demonstration would allow learners to grasp an abstract concept. Teachers should use other real-life situations where people choose pin codes and passwords for accessing their documents or opening their cell phones. Also include examples where letters and/or digits are or are not.",,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"Learners ought to know certain information that is regarded as general knowledge, e.g. that there are 26 letters in the alphabet, that the English alphabet consists of 5 vowels and 21 consonants, that there are six sides to a regular dice, that there are 52 cards in a standard deck of cards, etc.",,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,Teachers should provide learners with a sufficient number of tasks so that they can develop understanding and competence in this section of work. 121 DIAGNOSTIC REPORT 10.5 OVERVIEW OF LEARNER PERFORMANCE IN PAPER 2,,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"Many candidates attempted all the questions in the paper. There were some unseen and unfamiliar questions which challenged the top candidates. However, there were still enough marks for the weak to average candidate to achieve a pass.",,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,Candidates’ performance in Data Handling has improved. This can be attributed to the fact that Data Handling did not contain any high-level interpretation questions. Candidates performed reasonably well in the lower order questions in Analytical Geometry and Euclidean Geometry. Performance in the Trigonometry section is a cause for concern as candidates performed poorly in questions that tested basic knowledge.,,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"The literacy level of many candidates is a cause for concern. Candidates drew the least square line when it was not required. Some candidates are not familiar with terminology that is frequently used in Mathematics, namely ‘estimate’, ‘hence’, ‘show that’ and ‘prove that’.",,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,It is evident that many of the errors made by candidates in answering this paper have their origins in a poor understanding of the basics and foundational competencies taught in the earlier grades. These include: the inability to make the relationship between angle of inclination and gradient; a lack of knowledge that a trigonometric ratio is equal to some numeric value; the inability to recall the formula for area of a triangle; the poor recall of reduction formula and trigonometric identities; the inability to relate angles in a diagram; and the inability to provide justification for statements.,,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,The item-by-item analysis reveals that many candidates are mostly exposed to knowledge and routine type questions. Candidates show confidence in dealing with work that they have seen previously. They struggled with concepts in the curriculum that required deeper conceptual understanding. Questions where candidates had to interpret information or provide justification presented challenges to most.,,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"A number of candidates lacked the necessary insight to deal with questions based on compound angles, interpretative questions on trigonometric functions and complex questions in Euclidean Geometry. Many candidates did not answer Question 10 or they made a poor attempt at it.",,DBE diagnostic,moderate_language,Unknown
2014,12.0,COUNTING PRINCIPLE,"In general, candidates need to exercise caution with algebraic manipulation skills as overlooking certain basic principles or practices results in the unnecessary loss of marks. Although the calculator is an effective and necessary tool in Mathematics, learners appear to believe that the calculator provides the answer to all their Mathematics problems. Some candidates need to realise that conceptual development and algebraic manipulation are often impeded as a result of the dependence on the calculator. 122 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION 10.6 DIAGNOSTIC QUESTION ANALYSIS ON PAPER 2 The following graph was based on data from a random sample of candidates. While this graph might not accurately reflect national averages, it is useful in assessing the relative degrees of challenge of each question as experienced by candidates. Graph 10.6.1 Average marks per question expressed as a percentage: Paper 2 Q1 Data Handling Q2 Data Handling Q3 Analytical Geometry Q4 Analytical Geometry Q5 Trigonometry Q6 Trigonometry Q7 Trigonometry Q8 Euclidean Geometry Q9 Euclidean Geometry Q10 Euclidean Geometry 10.7 ANALYSIS OF LEARNER PERFORMANCE IN INDIVIDUAL QUESTIONS IN PAPER 2",,DBE diagnostic,moderate_language,Unknown
