year,question_number,question_title,block_text,paper
2023,9.0,EUCLIDEAN GEOMETRY,"QUESTION 9: EUCLIDEAN GEOMETRY
Common errors and misconceptions
(a) In Q9.1 many candidates did not get a mark for the reason, because of only stating:
‘proportionality theorem’, instead of also stating which lines were parallel in the reason.
Some candidates equated ratios between sides which were not actually equal,
FB DE
because they did not choose the sides appropriately, e.g. = .
EB EA
(b) In Q9.2 many candidates did not label the angles correctly, e.g.
National Senior Certificate 232 Diagnostic Report 2023 – Part 1
ˆF and Bˆ instead of
E ˆF D andEBˆA. Some candidates incorrectly gave the reason as ‘alternate angles’ or
‘co-interior angles’. Other candidates correctly gave the reason as ‘corresponding
angles’. However, they did not state ‘the lines parallel’ and were not awarded a mark
as the reason was incomplete.
(c) Many candidates incorrectly used the midpoint theorem to answer Q9.3. They should
have used the fact that the corresponding sides are in proportion when two triangles
are similar. A few candidates incorrectly applied the Theorem of Pythagoras even

Mathematics
though there was no right-angled triangle. They were not aware of the minimum
conditions in which the Theorem of Pythagoras could be used.
Suggestions for improvement
(a) Teachers should focus on developing learners’ skills to analyse the question and the
diagram for clues on which theorems are required to answer the questions correctly.
(b) Clearly explain to learners the difference between the midpoint theorem, the
proportionality theorem and similarity so that they will know which of these concepts
can be used in a specific situation.
(c) When answering Euclidean Geometry, learners should be discouraged from writing
correct statements that are not related to the solution. No marks are awarded for
statements that do not lead to solving the problem.
(d) Learners need to be told that success in answering Euclidean Geometry comes from
regular practice, starting off with the easy and progressing to the difficult.
(e) Teachers should take some time to discuss the naming of angles, for example, the
acceptable methods are
National Senior Certificate 233 Diagnostic Report 2023 – Part 1
ˆT or ˆT 1 or O ˆT S . Teachers should also clarify when it is
acceptable to refer to an angle at ˆT and when to refer to it as ˆT
1
.",P2
2023,10.0,EUCLIDEAN GEOMETRY,"QUESTION 10: EUCLIDEAN GEOMETRY
Common errors and misconceptions
(a) A fair number of candidates made incorrect assumptions when answering Q10.1.
Among them were that: an exterior angle of the cyclic quadrilateral (
ˆB
3
) = the interior
opposite angle (
ˆR
2
), RP = RQ and therefore APQR is a kite, RQ || AP and M
ˆ
1
= 9 0  .
(b) Candidates who could not answer Q10.1 correctly could not understand how to start
to answer Q10.2. Some candidates used the properties of a cyclic quadrilateral in their
attempt to prove that the same quadrilateral is cyclic. Some candidates did not know
the difference between a theorem and its converse. They omitted the word ‘converse’
in the reason: ‘exterior angle of cyclic quad’.
(c) Very few candidates obtained full marks for Q10.3. The main reason for this was that
candidates were unable to answer Q10.1 and Q10.2 correctly. Poor naming of angles
in the answers often led to candidates themselves getting confused about which angle
they were referring to.
(d) Q10.3 required candidates to obtain a proportion from the similar triangles in Q10.2,
using the proportional intercept theorem in ΔRAC to establish a second proportion and
then to combine the two. Many candidates failed to establish one or the other
proportion and therefore could not make the conclusion.
Suggestions for improvement
(a) More time needs to be spent on the teaching of Euclidean Geometry in all grades.
More practice on Grade 11 and 12 Euclidean Geometry will help learners to
understand theorems and diagram analysis. They should read the given information

Mathematics
carefully without making any assumptions. This work covered in class must include
different activities and all levels of the taxonomy.
(b) Teach learners not to assume any facts in a geometry sketch but to only use what was
given and that which was proven already in earlier questions.
(c) Learners need to be made aware that writing correct statements that are irrelevant to
the answer in Euclidean Geometry will not earn them any marks in an examination.
(d) Consider teaching the approach of ‘angle chasing’ where you label one angle as x and
then relate other angles to x. In this way, learners should find it easy to identify angles
that are equal but moreover, they should find it easier to establish the reasons for the
relationships between the angles.
National Senior Certificate 234 Diagnostic Report 2023 – Part 1",P2
2024,,OVERVIEW,"Mathematics
CHAPTER 10
MATHEMATICS
The following report should be read in conjunction with the Mathematics question
papers for the NSC November 2024 examinations.
10.1 PERFORMANCE TRENDS (2020–2024)
The number of candidates who sat for the Mathematics examinations in 2024 decreased by
10 528, compared to that of 2023.
There was a significant improvement in the pass rate this year. Candidates who passed at the
30% level improved from 63,5% in 2023 to 69,1% in 2024. There was a corresponding
improvement in the pass rate at the 40% level over the past two years from 43,6% to 47,9%.
The percentage of distinctions over 80% improved from 3,4% in 2023 to 3,9% in 2024. Despite
the decrease in the size of the 2024 cohort, this converts into an increase in the total number
of distinctions from 8 909 to 9 808.
The various commendable support programmes employed by teachers, subject advisors and
provincial education departments were continued in 2024. The resourcefulness and diligence
of the above-average candidates also contributed to the overall improvement in the subject.
Table 10.1.1 Overall achievement rates in Mathematics
No. achieved at % achieved at No. achieved at % achieved at
Year No. wrote
30% and above 30% and above 40% and above 40% and above
2020 233 315 125 526 53,8 82 964 35,6
2021 259 143 149 177 57,6 97 561 37,6
2022 269 734 148 346 55,0 97 041 36,0
2023 262 016 166 337 63,5 114 311 43,6
2024 251 488 173 774 69,1 120 430 47,9
National Senior Certificate 217 Diagnostic Report 2024 – Part 1

Mathematics
Graph 10.1.1 Overall achievement rates in Mathematics (percentage)
70.0
60.0
50.0
40.0
30.0
20.0
10.0
0.0
2020 2021 2022 2023 2024
2020 2021 2022 2023 2024
% achieved at 30% and above 53.8 57.6 55.0 63.5 69.1
% achieved at 40% and above 35.6 37.6 36.0 43.6 47.9
Graph 10.1.2 Performance distribution curves in Mathematics (percentage)
25.0
20.0
15.0
10.0
5.0
0.0
0-9.9 10-19.9 20-29.9 30-39.9 40-49.9 50-59.9 60-69.9 70-79.9 80-89.9 90-100
2020 12.1 16.5 17.5 18.2 13.2 9.1 6.1 3.9 2.3 0.9
2021 9.7 15.3 17.4 19.9 14.7 9.7 6.4 3.8 2.1 0.8
2022 10.8 16.4 17.8 19.0 13.9 9.5 6.1 3.8 2.0 0.7
2023 6.6 13.3 16.7 19.9 16.1 11.8 7.6 4.7 2.5 0.9
2024 4.5 10.7 15.7 21.2 17.6 12.5 8.3 5.6 3.1 0.8
National Senior Certificate 218 Diagnostic Report 2024 – Part 1

Mathematics
10.2 OVERVIEW OF CANDIDATES' PERFORMANCE IN PAPER 1
(a) The style of questioning was different from previous years as topics (for example, the
inverse function; first principles) were not in the section of the paper that was
predictable.
(b) The focus in the NSC 2024 Mathematics Paper 1 was more on conceptual
understanding of topics in comparison to previous years. This may have had an impact
on the performance of the candidates.
(c) Many candidates were able to answer the knowledge and routine questions correctly.
This suggests that the candidates were well-prepared to deal with these questions.
Candidates scored some marks in most of the questions.
(d) The algebraic skills of the candidates were poor. Most candidates lacked fundamental
and basic mathematical competencies which should have been acquired in the lower
grades. This became an impediment to candidates when answering complex
questions.
(e) While calculations and performing well-known routine procedures form the basis of
answering questions in a Mathematics paper, a deeper understanding of definitions
and concepts cannot be overlooked. Candidates did not fare well in answering
questions that assessed an understanding of concepts.
10.3 DIAGNOSTIC QUESTION ANALYSIS OF PAPER 1
The following graph is based on data from a random sample of candidates' scripts. While this
graph might not accurately reflect national averages, it is useful in assessing the relative
degrees of challenge of each question as experienced by candidates.
Graph 10.3.1 Average performance per question in Paper 1
National Senior Certificate 219 Diagnostic Report 2024 – Part 1

Mathematics
Graph 10.3.2 Average performance per subquestion in Paper 1
Mathematics P1
100%
90%
90% 82% 84% 83%
77%
80%
74%
69% 68%
% 70% 64%
e 58%
62% 62% 62%
59%
c n 60% 56%
a 53% 53%
m r o 50% 47% 45% 48% 50% 50% 48%
f r e 36% 40% 37%
p 40% 35%
.e v A 30% 35% 30% 25% 27% 29% 32%
19%
20% 17%
13% 12%
10% 6% 6%
0%
1.1 1.3 2.2 3.2 4.1 4.3 5.1 5.3 5.5 6.2 6.4 7.2 8.1 8.3 9.2 9.4 10.2 11.2 12.1 12.3
Sub-question
Q Topics
1 Equations, Inequalities & Algebraic Manipulations
2 Number Patterns & Sequences
3 Number Patterns & Sequences
4 Functions & Graphs
5 Functions & Graphs
6 Functions & Graphs
7 Finance
8 Calculus & Inverse Functions
9 Calculus
10 Calculus
11 Probability
12 Counting Principles
10.4 ANALYSIS OF CANDIDATES' PERFORMANCE IN EACH QUESTION IN
PAPER 1",
2024,1.0,ALGEBRA,"QUESTION 1: ALGEBRA
Common errors and misconceptions
(a) In Q1.1.2 some candidates did not write the equation correctly in standard form, so
they substituted incorrectly for the values of 'b' and 'c'. The candidates arrived at the
National Senior Certificate 220 Diagnostic Report 2024 – Part 1

Mathematics
standard form of 2𝑥2+1−4𝑥 = 0 and then substituted into the quadratic formula to
−(1)±√(1)2−4(2)(−4)
get 𝑥 = .
2(2)
If candidates wrote the equation in the correct standard form, another common error
was substituting for 'b' as 4 and not –4.
(b) In Q1.1.3 many candidates treated the inequality as an equation and then struggled to
interpret the answer to the question. Other candidates used the word 'and' in the
solution which was incorrect. Notation still seems to a problem as some candidates left
their answer as −1 > 𝑥 > 3.
(c) In the exponential equation in Q1.1.4, many candidates applied exponential laws
incorrectly, arriving at 22𝑥−2𝑥+2−25 = 0 which led them incorrectly to the equation
2𝑥−𝑥+2−5 =0, but then to the correct answer of 𝑥 = 3.
Another common error was when candidates did not distinguish between real and
invalid solutions: 2𝑥 = 8 or 2𝑥 = −4 leading to 𝑥 = 3 or 𝑥 = −2.
(d) In Q1.1.4, there were still a large number of candidates who did not check the validity
of their solutions. x = –6 needed to be rejected in the answer.
(e) Most candidates were unable to establish the pattern generated in Q1.3. Candidates
who were able to generate a pattern did not articulate themselves well in drawing the
conclusion required.
Suggestions for improvement
(a) Learners must ensure that they understand what correct standard form is in a quadratic
equation.
(b) Learners must be taught to check their solutions when using the squaring technique to
solve an equation that is not originally quadratic, as well as to check the validity of
solutions generated in exponential equations. Teachers must emphasise that implicit
restrictions are placed on surd equations.
(c) Notation in quadratic inequalities should be emphasised. Graphical tools should be
shown to the learners to ensure they understand what the mathematical notation
means on a graph.
(d) Exponential rules, manipulation and equations should be practised. Learners should
understand when to use the technique of equating exponents because the bases are
the same, and when to factorise. These are techniques that are taught in earlier grades
and should be revised from Grade 9 through to Grade 12. The importance of language
used by teachers is emphasised here. Many understanding misconceptions can be
attributed to language used by teachers in the classroom. An example of this is 'drop
the bases' in an exponential equation.
(e) Regular revision and emphasis on working with prime bases in exponents is important.
(f) Problem-solving must be practised. Utilise Olympiad-style questions for practice.
Learners should be taught to reason mathematically through argument either in words
or in symbols.
(g) Teachers must make time to revise algebraic and exponential law work with learners.
National Senior Certificate 221 Diagnostic Report 2024 – Part 1

Mathematics
(h) Teachers should place more emphasis on understanding of concept/s being taught
and reduce the emphasis on how learners can use the calculator to obtain answers.
The answers become meaningful when learners understand the concept and this
allows them to interpret their answers.
(i) As suggested in previous reports:
• Teachers should not take for granted that learners know how to round off a number
to the required number of places. Where necessary, this skill should be retaught
in Grades 11 and 12. Teachers should penalise learners in class work and SBA
tasks when they do not round off to the correct number of places.
• Teachers should take some time, preferably in Grade 10, to focus on teaching
learners how to represent inequalities (e.g. −3 < 𝑥 < 5; 𝑥 < −3 or 𝑥 > 5) on a
number line and how to also write an inequality from the illustration on a number
line. This will benefit learners as they are required to write inequality solutions for
a number of questions in both examination papers. Emphasis on the correct
notation is essential when writing down the solutions to inequalities.
• Linked to this, teachers should explain the difference between 'and' and 'or' in the
context of inequalities. Learners cannot use these words interchangeably as they
have different meanings.",P1
2024,2.0,PATTERNS,"QUESTION 2: PATTERNS
Common errors and misconceptions
(a) In Q2.1.2 many candidates had difficulty understanding what needed to be done to
arrive at an answer. Added to this, they had difficulty writing the answer in the correct
sigma notation. Common erroneous answers were ∑75 (5𝑛+2) =14400;
𝑛=1
∑75 (5𝑛+2) which did not equate sigma to the required sum of
𝑛=21
∑55 (5𝑛+2)= 14400.
𝑛=1
(b) Many candidates did not recognise that the linear pattern given in Q2.2.1 was the first
difference of the quadratic pattern which would help them determine the required term
value in the quadratic pattern. A large number of candidates used their answer in
Q2.2.2 to calculate the answer for Q2.2.1; or they calculated the general term of the
quadratic pattern in both Q2.2.1 and Q2.2.2.
Suggestions for improvement
(a) A solid foundation of sigma notation should be emphasised in the classroom. Learners
should be exposed to both calculating from given sigma notation, and writing
information from a given pattern into sigma notation.
(b) Teaching of patterns needs to include exposing learners to questions that require
reading, understanding and interpretation, not just calculations. Even though time in
the syllabus is limited, it is vital for learners to be able to answer questions of a different
nature. Added to this, questions must be read carefully so that learners know what is
required of them.
(c) As mentioned in previous reports, learners should be discouraged from using
information provided in later questions to answer earlier questions in an examination.
(d) Teachers need to teach the relationships specifically between a quadratic pattern and
a linear pattern, making particular reference to how terms are calculated by using the
sum of linear pattern terms to generate a term in the quadratic pattern.
National Senior Certificate 222 Diagnostic Report 2024 – Part 1

Mathematics",P1
2024,3.0,PATTERNS,"QUESTION 3: PATTERNS
Common errors and misconceptions
(a) A large majority of the candidates interpreted Q3.2 as requiring the sum of the first
10 radii and not the areas of the first 10 circles as required by the question. Those who
did understand that the sum of the areas of the first 10 circles was required, omitted 
in their solution or did not calculate the new ratio of the geometric sequence formed by
1
the areas of the circles to be .
4
(b) The lack of understanding when reading contributed to many candidates not answering
Q3.3 well. Candidates incorrectly equated the general term of the radii with the
𝑛−1
1 3
diameter [6( ) = ]. Added to this, exponential laws were incorrectly applied.
2 128
𝑛−1
This meant candidates simplified 12( 1 ) = 3 to 6𝑛−1 = 3 .
2 128 128
Suggestions for improvement
(a) Teachers should expose learners to real-life and mensuration problems in patterns, as
well as other topics in the Mathematics curriculum.
(b) Learners should be encouraged to write out the first three terms of a pattern so that
they are able to correctly identify the first term and the constant ratio or first difference
in the pattern.
(c) Learners should be taught that when working with constants, such as , they should
not convert them to a decimal format as this can hinder the recognition of a possible
pattern.
(d) Teachers should encourage learners to work with fractions, particularly in geometric
patterns, exponential graphs and hyperbolic functions. Added to this, correct language
should be used at all times by the teacher to ensure understanding of the algebraic
methods are transferred to learners in the classroom. 'Tip and times' is a phrase that
should be replaced with 'multiply by the reciprocal'.
(e) As suggested in previous reports:
• The inclusion of word problems in the patterns section is important. Teachers need
to emphasise how to take the words of a problem and write them in symbolic form
to solve an equation or inequality.
• Constant revision of exponential laws to solve equations correctly is pivotal to
candidates' success. Teachers need to emphasise this and revise this thoroughly
in all grades.",P1
2024,4.0,FUNCTIONS (EXPONENTIAL FUNCTION),"QUESTION 4: FUNCTIONS (EXPONENTIAL FUNCTION)
Common errors and misconceptions
(a) Candidates struggled to correctly answer the range of the exponential function in Q4.2,
which meant their answer was incorrectly written as 𝑦 ∈ R ;𝑦 ≠ −1.
(b) A fair number of candidates drew a hyperbola in Q4.3. This showed a lack of
understanding of the format of the equation of the function provided in the stem of Q4.
National Senior Certificate 223 Diagnostic Report 2024 – Part 1

Mathematics
The asymptote was not necessarily labelled or the drawn graph crossed through its
asymptote.
19
(c) Many candidates did not solve for 'x' when 𝑦 = which led them to assume that
8
x = 0. Secondly, the coordinates of the image of C were not answered well as
candidates reflected the point over the x-axis, y-axis or the line y = –x.
Suggestions for improvement
(a) Learners should be taught to calculate x- and y-intercepts when they are required to
draw a graph. If the learner is still unsure, their default method should be to draw the
graph via point-by-point plotting.
(b) The general form of functions and their shapes should be emphasised from Grade 10
and revised every time a functions question is worked through in class. In addition, the
effects of the parameters a, b, p and q should be thoroughly taught, revised and
practised by learners from the introduction of functions in Grade 10 through to the end
of the Grade 12 academic year.
(c) Teachers should ensure that learners work with transformations in functions from
Grade 10. This should include point transformation, recognition of the transformation
applied to one function's equation to result in another and the rules of reflection,
horizontal and vertical shifts on the equation of a function.",P1
2024,5.0,FUNCTIONS (HYPERBOLA),"QUESTION 5: FUNCTIONS (HYPERBOLA)
Common errors and misconceptions
(a) In Q5.1, many candidates wrote 𝑝 = 1 which could be attributed to the form of the
𝑎
hyperbola being given as 𝑦 = +𝑞. The other incorrect answer from candidates was
𝑥+𝑝
x = –1.
(b) Q5.2 required candidates to calculate the value of the horizontal asymptote.
Candidates who incorrectly answered this question wrote down the answer of y = –3,
taking the value of y from the equation of the straight line. Candidates did not realise
that the y-value of the point of intersection of the vertical asymptote and the straight
line, g, was the equation of the horizontal asymptote.
(c) In Q5.3, some candidates arrived at a positive answer for a.
(d) Q5.4 was poorly answered by many candidates because they tried to solve a rational
inequality, or they omitted the vertical asymptote from their solution.
(e) Q5.5, a problem-solving question, was not well answered by the majority of candidates.
Many candidates had difficulty in interpreting the question and indicated 'reflection over
the line y = x' as the answer. This was incorrect.
Suggestions for improvement
(a) Teachers must refer to the Curriculum Assessment and Policy Statement for the
correct general form of the functions to be used in class. For the hyperbola, this is
𝑎
𝑦 = +𝑞. A 'recipe' for learners to calculate the values of p and q leads to a lack
𝑥+𝑝
of understanding for the learner. It is suggested that teachers emphasise that a vertical
National Senior Certificate 224 Diagnostic Report 2024 – Part 1

Mathematics
asymptote on a function is created when the denominator is undefined. This will lead
to a better understanding by the learners and a more accurate calculation of the
parameter p in the hyperbola equation.
(b) Learners should be taught to work with what is presented to them in each diagram.
Before answering any question on a function, learners should ideally recognise what
each point on the diagram represents and what their properties are. For example: the
value 1 on the x-axis in this graph indicates the x-intercept which means the y-value
is 0 and the coordinate is (1; 0). This process should be followed for each point on a
given graph.
(c) Teachers need to help learners 'error check' their solutions. For a positive 'a'-value in
a hyperbola, the graph needs to be decreasing and for a negative 'a'-value, the graph
is increasing.
(d) It should be emphasised to learners that when answering graphical interpretation
questions on graphs that have a vertical asymptote, this value should always be
considered in their answers to questions of the nature 'For what values of x …'.
(e) Transformation geometry should be taught as an integral part of functions.
(f) Teachers need to include functions practice for the learner throughout the year as a
means of regular revision of the concepts. The functions from Grade 11 are not
retaught in Grade 12 which means that the concepts need to be taught thoroughly in
Grade 11 and then revised thoroughly throughout Grade 12.",P1
2024,6.0,FUNCTIONS (PARABOLA & STRAIGHT LINE),"QUESTION 6: FUNCTIONS (PARABOLA & STRAIGHT LINE)
Common errors and misconceptions
(a) It was a common error for candidates to use the equation given in the question to
'prove' that this was the equation of the straight line in Q6.2.
(b) In Q6.3 many candidates failed to create an expression for the vertical length EH. They
attempted to solve the equation 𝑓(𝑥)−𝑔(𝑥)= 0 as a minimum and maximum
equation. Conceptually, candidates did not realise this calculated the points of
intersection of the graphs f and g.
(c) Q6.4 was poorly answered by the majority of the candidates as it integrated concepts
of functions, calculus and algebraic manipulation. Added to this, candidates incorrectly
assumed that the point E will be the point of contact of the tangent g and the
function k. Candidates also assumed that C and E lie on the same horizontal line.
Even though this is a fact, it was an assumption as this information was not provided
in the question.
(d) Candidates who did not know that they should use gradient to answer Q6.4, incorrectly
differentiated each term that had a variable, irrespective of whether that variable was
x or m. They failed not realise that m should have been treated as a constant in this
instance.
Suggestions for improvement
(a) Learners need to be taught the difference between 'showing' and 'proving' and using
the given equation. The best approach to questions like Q6.2 is to teach learners to
read it as 'work out the equation of the line through A and C.'
National Senior Certificate 225 Diagnostic Report 2024 – Part 1

Mathematics
(b) Teachers need to emphasise that learners cannot assume information in a given
scenario. Learners need to work from the given information to correctly deduce that a
point is a point of contact or prove this through calculation.
(c) It is imperative that learners are exposed to questions that integrate functions, calculus
and transformations. When faced with problem-solving questions, teachers need to
help learners to decode what the words mean (for example: tangent indicates that the
gradients of the two functions are equal at the point of contact) and then guide learners
to use correct algebraic methods to answer the given question.
(d) Learners should practise differentiating expressions that have more than one variable
so that they become familiar with differentiating the expression with respect to the
required variable.
(e) Nature of the roots should not be ignored as an alternate method of dealing with graphs
that intersect, are tangential or do not intersect. This requires teachers to incorporate
the concepts taught in nature of the roots when teaching quadratic functions.",P1
2024,7.0,FINANCE,"QUESTION 7: FINANCE
Common errors and misconceptions
16
6,8
(a) In Q7.1 the common errors were 𝐴 = 5000(1+ ) which omitted the
100
16
6,8
understanding of quarterly compounding or 𝐴 = 5000(1+ ) which failed to
400
account for the number of quarters in 16 years.
(b) A common error in Q7.2 was that candidates used the reducing-balance depreciation
method as they did not realise that the straight-line depreciation was linked to the
simple interest formula.
(c) A number of candidates over-complicated Q7.3.1 and used an annuity formula, which
showed a lack of understanding of the difference between interest on a loan and the
interest rate charged on a loan. Their responses highlighted a lack of understanding of
the total monies paid out when paying back a loan.
(d) Q7.3.2 was poorly answered by the majority of the candidates. The question involved
reading for understanding and multiple steps to the solution. A large number of
candidates left out this question.
Suggestions for improvement
(a) Drills and practice should be undertaken on different compounding periods and the
compound interest formulae so that learners can familiarise themselves with the
number of times that interest is compounded in a specified time frame.
(b) Teachers should teach Financial Mathematics with conceptual understanding and real-
life problems. It may help to have learners draw timelines and identify what happens
at different stages of an annuity (either present or future valued). Visual representation
helps to break up a problem that requires reading for understanding.
(c) Learners should be taught to read for understanding in all problems, especially in
Financial Mathematics problems. Teachers need to emphasise the importance of this
skill.
National Senior Certificate 226 Diagnostic Report 2024 – Part 1

Mathematics",P1
2024,8.0,CALCULUS & INVERSE FUNCTIONS,"QUESTION 8: CALCULUS & INVERSE FUNCTIONS
Common errors and misconceptions
(a) A common error by some candidates in Q8.1.2 was not working with the negative and
3
rational exponent correctly. Candidates incorrectly changed the surd term to−𝑥7.
(b) In Q8.2 many candidates were unable to calculate the gradient of the function at the
point where x = 2 or they did not calculate the point of contact of the function and the
tangent, they used the y-intercept instead of f.
(c) As mentioned in previous reports, the most common errors in the first principles
question Q8.3.1 were incorrect notations.
(d) Many candidates merely found the equation of the inverse function of f instead of
writing down the restriction in Q8.3.2. Those who did write down a restriction indicated
x < 0 or x > 0 where the equality was omitted from the restriction.
(e) In Q8.3.3 many candidates were unaware that there were two possible solutions of y
when taking the square root of the equation 𝑦2 = − 6 , i.e. 𝑦 = ±√− 6 . Many just wrote
𝑥 𝑥
6
down 𝑦 = √− as the solution instead of choosing the negative root.
𝑥
(f) Another common error made by some candidates when solving for y in Q8.3.3, was to
6 6
incorrectly write their answer as 𝑦 =−√ instead of 𝑦 = √− . These candidates were
𝑥 𝑥
confused about the placement of the negative sign because they were taught that you
cannot determine the square root a negative number.
(g) In Q8.3.3 some candidates, after swapping the x and y in the equation, incorrectly used
the logarithms to isolate y. This led them to 𝑥 = −6𝑦2 then 𝑦 = 𝑙𝑜𝑔𝑥2.
6
Suggestions for improvement
(a) As mentioned in previous reports:
• Emphasis should be placed on the use of the correct notation when determining
the derivative, either when using first principles or the rules.
• Teachers should revise the rules of exponents and surds when changing an
expression into differentiable format.
• Integration and re-emphasis of algebraic concepts, viz. fractions, factorising,
inequalities and exponential rules, should be undertaken when working with
Calculus.
(b) Teachers must teach all inverse functions and not just the logarithm. Learners must
practise the inverse of the parabola and straight line as part of this section of work.
National Senior Certificate 227 Diagnostic Report 2024 – Part 1

Mathematics
(c) The derivative needs to be taught in context with the graph and conceptual
understanding needs to be the fundamental of how Calculus is taught. A map of how
the function, x- and y-values of a point, the derivative (gradient function) and the
gradient of the tangent needs to be linked in a visual representation for learners. The
diagram below could help learners understand how these are all integrated and what
to do in different situations.
Function:
Differentiate by rule
x = … y = … Gradient Function:
Substitute to calculate Equate to calculate x",P1
2024,9.0,CALCULUS,"QUESTION 9: CALCULUS
Common error and misconception
(a) Few candidates realised that the x-values of the x-intercepts of the derivative were the
x-values of the turning points given in Q9.2.
(b) In the absence of the equation of the cubic function, many candidates were unable to
determine the x-value of the point of inflection of the graph. A fair number of candidates
attempted to determine the equation of f so that they could determine the second
derivative of f to answer the question.
(c) Most candidates struggled to interpret Q9.4. Some tried to use the discriminant
because they saw k in the question. Others tried to calculate the equation of f.
Suggestions for improvement
(a) The concept of the point of inflection needs to be taught explicitly by explaining both
its link to the second derivative and the conceptual understanding of how it links to the
concavity of the cubic function. Learners must understand that the x-value of the point
of inflection lies halfway between the x-values of the turning points of a cubic function.
(b) Learners need to be exposed to graphical interpretation questions where they apply
their understanding of gradient, concavity, positive and negative values of a function
as examples.
(c) As mentioned in previous reports:
• Teachers should ensure that there is enough time for learners to understand the
application of Calculus fully.
• Learners should be taught to determine the properties of a graph from Grade 10
to 12 in a progressive manner. The defining property of a turning point having a
zero gradient is a way to describe a turning point. Teachers need to prove this link
National Senior Certificate 228 Diagnostic Report 2024 – Part 1

Mathematics
between the definition of a turning point and the Grade 11 concept of determining
the axis of symmetry to calculate the x-coordinate of the turning point.
• Teachers should continue to teach graphical interpretation in cubic graphs as a
follow on from the interpretation taught in Grade 10 and 11.",P1
2024,10.0,CALCULUS (OPTIMISATION),"QUESTION 10: CALCULUS (OPTIMISATION)
Common errors and misconceptions
(a) In Q10.1 most candidates equated the speed to 0 and solved. This led to
−3𝑡2+18𝑡 =0
−3𝑡(𝑡−6) = 0
𝑡 = 0 or 𝑡 = 6
(b) Some candidates calculated the second derivative but did not explicitly set it equal to
zero in Q10.1.
(c) In Q10.2 most candidates did not recognise that the distance was represented by 𝑠(𝑡)
which is the function from which 𝑠/(𝑡) is derived.
distance
(d) In answering Q10.2 many candidates tried to use the concept of speed= or
time
𝛥𝑑
𝛥𝑠 = .
𝛥𝑡
Suggestions for improvement
(a) Calculus lends itself to many applications in optimisation and rates of change.
Teachers need to expose learners to a wide variety of questions, which include
integration of topics including rate of change, analytical geometry, measurement and
trigonometry.
(b) Rate of change must be taught explicitly as part of the optimisation and application of
Calculus.
(c) In all topics, reading for understanding should be ongoing if learners are to improve
their responses to problems.
(d) Learners need to be exposed to working from the derivative function to the original
function using equating of coefficients.",P1
2024,11.0,PROBABILITY,"QUESTION 11: PROBABILITY
Common errors and misconceptions
(a) In Q11.1 many candidates failed to calculate the intersection of the three overlapping
sets in the Venn diagram correctly. Many candidates used a sample space of 56 for
the Venn diagram.
(b) Most candidates did not understand the term 'at least' in the context of probability in
Q11.2. This led these candidates to adding P(M) + P(T) + P(G) instead of using their
Venn diagram to answer the question.
(c) In answering Q11.3 many candidates did not realise that this problem was similar to
working with a contingency table. The necessary values could be found from the Venn
National Senior Certificate 229 Diagnostic Report 2024 – Part 1

Mathematics
diagram. A large number of candidates used the probability rule or used
P(M only) x P(T only) in their calculation rather than the entire set for M and T.
Suggestions for improvement
(a) In the teaching of probability, teachers need to emphasise the terminology of 'at least'.
Teachers must also describe and show learners what is meant by P(A), P(B) and
P(A and B).
(b) Learners need to be taught the difference between mutually exclusive and
independent events and the rules that pertain to each of these concepts. This should
be thoroughly drilled in Grades 10 and 11.
(c) Teachers need to expose learners to different contexts, diagrams and problems in
which independent events can be tested.
(d) When working with Venn diagrams, learners need to start with the intersection of all
the sets first.
(e) As mentioned in previous reports:
• Teaching basic concepts cannot be overlooked. When learners understand the
basic concepts well enough, then the more complex concepts are easier to grasp.
• Reading for understanding must be a regular practice in the classroom. This
should equip learners with the skills to deal with word problems in assessment
tasks.
• Teachers need to teach both tree diagrams and Venn diagrams thoroughly. These
concepts should be examined in school-based assessment tasks throughout the
FET phase.",P1
